,image_paths
1312,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1312.jpg
1313,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1313.jpg
1314,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1314.jpg
1315,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1315.jpg
1316,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1316.jpg
1317,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1317.jpg
1318,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1318.jpg
1319,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1319.jpg
1320,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1320.jpg
1321,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1321.jpg
1322,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1322.jpg
1323,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1323.jpg
1324,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1324.jpg
1325,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1325.jpg
1326,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1326.jpg
1327,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1327.jpg
1328,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1328.jpg
1329,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1329.jpg
1330,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1330.jpg
1331,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1331.jpg
1332,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1332.jpg
1333,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1333.jpg
1334,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1334.jpg
1335,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1335.jpg
1336,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1336.jpg
1337,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1337.jpg
1338,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1338.jpg
1339,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1339.jpg
1340,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1340.jpg
1341,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1341.jpg
1342,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1342.jpg
1343,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1343.jpg
1344,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1344.jpg
1345,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1345.jpg
1346,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1346.jpg
1347,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1347.jpg
1348,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1348.jpg
1349,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1349.jpg
1350,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1350.jpg
1351,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1351.jpg
1352,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1352.jpg
1353,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1353.jpg
1354,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1354.jpg
1355,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1355.jpg
1356,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1356.jpg
1357,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1357.jpg
1358,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1358.jpg
1359,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1359.jpg
1360,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1360.jpg
1361,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1361.jpg
1362,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1362.jpg
1363,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1363.jpg
1364,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1364.jpg
1365,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1365.jpg
1366,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1366.jpg
1367,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1367.jpg
1368,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1368.jpg
1369,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1369.jpg
1370,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1370.jpg
1371,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1371.jpg
1372,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1372.jpg
1373,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1373.jpg
1374,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1374.jpg
1375,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1375.jpg
1376,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1376.jpg
1377,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1377.jpg
1378,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1378.jpg
1379,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1379.jpg
1380,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1380.jpg
1381,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1381.jpg
1382,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1382.jpg
1383,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1383.jpg
1384,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1384.jpg
1385,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1385.jpg
1386,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1386.jpg
1387,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1387.jpg
1388,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1388.jpg
1389,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1389.jpg
1390,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1390.jpg
1391,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1391.jpg
1392,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1392.jpg
1393,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1393.jpg
1394,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1394.jpg
1395,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1395.jpg
1396,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1396.jpg
1397,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1397.jpg
1398,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1398.jpg
1399,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1399.jpg
1400,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1400.jpg
1401,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1401.jpg
1402,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1402.jpg
1403,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1403.jpg
1404,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1404.jpg
1405,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1405.jpg
1406,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1406.jpg
1407,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1407.jpg
1408,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1408.jpg
1409,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1409.jpg
1410,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1410.jpg
1411,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1411.jpg
1412,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1412.jpg
1413,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1413.jpg
1414,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1414.jpg
1415,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1415.jpg
1416,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1416.jpg
1417,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1417.jpg
1418,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1418.jpg
1419,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1419.jpg
1420,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1420.jpg
1421,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1421.jpg
1422,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1422.jpg
1423,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1423.jpg
1424,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1424.jpg
1425,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1425.jpg
1426,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1426.jpg
1427,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1427.jpg
1428,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1428.jpg
1429,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1429.jpg
1430,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1430.jpg
1431,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1431.jpg
1432,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1432.jpg
1433,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1433.jpg
1434,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1434.jpg
1435,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1435.jpg
1436,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1436.jpg
1437,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1437.jpg
1438,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1438.jpg
1439,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1439.jpg
1440,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1440.jpg
1441,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1441.jpg
1442,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1442.jpg
1443,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1443.jpg
1444,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1444.jpg
1445,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1445.jpg
1446,/Users/sanketsans/Downloads/Pavis_Social_Interaction_Attention_dataset/training_images/train_BookShelf_S1/image_1446.jpg
